ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,h1,h1_lower,h1_upper,h2,h2_lower,h2_upper,holidays,holidays_lower,holidays_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2012-08-18,8.355323853824215,7.361269839284535,9.082370715044014,8.355323853824215,8.355323853824215,-0.1177284625978684,-0.1177284625978684,-0.1177284625978684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1177284625978684,-0.1177284625978684,-0.1177284625978684,0.0,0.0,0.0,8.237595391226346
2012-08-19,8.354870703827336,7.3970341318470165,9.080242406174271,8.354870703827336,8.354870703827336,-0.1034493435400343,-0.1034493435400343,-0.1034493435400343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1034493435400343,-0.1034493435400343,-0.1034493435400343,0.0,0.0,0.0,8.251421360287301
2012-08-20,8.354417553830453,7.355563308144244,9.116121729577996,8.354417553830453,8.354417553830453,-0.08685020365485821,-0.08685020365485821,-0.08685020365485821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08685020365485821,-0.08685020365485821,-0.08685020365485821,0.0,0.0,0.0,8.267567350175595
2012-08-21,8.353964403833572,7.449805180862343,9.198725544862501,8.353964403833572,8.353964403833572,-0.06755992685007689,-0.06755992685007689,-0.06755992685007689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06755992685007689,-0.06755992685007689,-0.06755992685007689,0.0,0.0,0.0,8.286404476983495
2012-08-22,8.353511253836691,7.474029907754021,9.23681309445222,8.353511253836691,8.353511253836691,-0.0452710092784715,-0.0452710092784715,-0.0452710092784715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0452710092784715,-0.0452710092784715,-0.0452710092784715,0.0,0.0,0.0,8.30824024455822
2012-08-23,8.35305810383981,7.475407258226798,9.136555810055022,8.35305810383981,8.35305810383981,-0.019748454436772877,-0.019748454436772877,-0.019748454436772877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019748454436772877,-0.019748454436772877,-0.019748454436772877,0.0,0.0,0.0,8.333309649403038
2012-08-24,8.35260495384293,7.484841892941012,9.18585799304269,8.35260495384293,8.35260495384293,0.009163129322027293,0.009163129322027293,0.009163129322027293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009163129322027293,0.009163129322027293,0.009163129322027293,0.0,0.0,0.0,8.361768083164957
2012-08-25,8.352151804880188,7.524586097765111,9.242582766083025,8.352151804880188,8.352151804880188,0.04153441856183259,0.04153441856183259,0.04153441856183259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153441856183259,0.04153441856183259,0.04153441856183259,0.0,0.0,0.0,8.393686223442021
2012-08-26,8.351698655917447,7.5550034677640125,9.293323889125645,8.351698655917447,8.351698655917447,0.07734838960175756,0.07734838960175756,0.07734838960175756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07734838960175756,0.07734838960175756,0.07734838960175756,0.0,0.0,0.0,8.429047045519205
2012-08-27,8.351245506954706,7.576454460688944,9.329920961522767,8.351245506954706,8.351245506954706,0.11649954049571426,0.11649954049571426,0.11649954049571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11649954049571426,0.11649954049571426,0.11649954049571426,0.0,0.0,0.0,8.467745047450421
2012-08-28,8.350792357991967,7.663636944121785,9.38233442795053,8.350792357991967,8.350792357991967,0.15879534426313413,0.15879534426313413,0.15879534426313413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15879534426313413,0.15879534426313413,0.15879534426313413,0.0,0.0,0.0,8.509587702255102
2012-08-29,8.350339209029226,7.700069316432049,9.415817621482253,8.350339209029226,8.350339209029226,0.20395989881255844,0.20395989881255844,0.20395989881255844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20395989881255844,0.20395989881255844,0.20395989881255844,0.0,0.0,0.0,8.554299107841784
2012-08-30,8.349886060066485,7.771366498723246,9.505564786400702,8.349886060066485,8.349886060066485,0.251639681224973,0.251639681224973,0.251639681224973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251639681224973,0.251639681224973,0.251639681224973,0.0,0.0,0.0,8.601525741291457
2012-08-31,8.349432911103746,7.7914063590649185,9.478437466343168,8.349432911103746,8.349432911103746,0.30141125875384484,0.30141125875384484,0.30141125875384484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30141125875384484,0.30141125875384484,0.30141125875384484,0.0,0.0,0.0,8.65084416985759
2012-09-01,8.348979762141004,7.881839095711207,9.564854318762258,8.348979762141004,8.348979762141004,0.35279075754544575,0.35279075754544575,0.35279075754544575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35279075754544575,0.35279075754544575,0.35279075754544575,0.0,0.0,0.0,8.70177051968645
2012-09-02,8.348526613178265,7.9544939329026665,9.644275539342638,8.348526613178265,8.348526613178265,0.40524484409309136,0.40524484409309136,0.40524484409309136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40524484409309136,0.40524484409309136,0.40524484409309136,0.0,0.0,0.0,8.753771457271357
2012-09-03,8.348073464215524,7.921499079960724,9.638837190160194,8.348073464215524,8.348073464215524,0.4582029350306191,0.4582029350306191,0.4582029350306191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582029350306191,0.4582029350306191,0.4582029350306191,0.0,0.0,0.0,8.806276399246142
2012-09-04,8.347620315252783,7.976180996359463,9.697178207644692,8.347620315252783,8.347620315252783,0.5110703191473793,0.5110703191473793,0.5110703191473793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5110703191473793,0.5110703191473793,0.5110703191473793,0.0,0.0,0.0,8.858690634400162
2012-09-05,8.347167166290044,8.05774108069164,9.736520465458971,8.347167166290044,8.347167166290044,0.5632418522665955,0.5632418522665955,0.5632418522665955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5632418522665955,0.5632418522665955,0.5632418522665955,0.0,0.0,0.0,8.910409018556638
2012-09-06,8.346714017327303,8.045488323437315,9.789699930999014,8.346714017327303,8.346714017327303,0.6141158715436406,0.6141158715436406,0.6141158715436406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6141158715436406,0.6141158715436406,0.6141158715436406,0.0,0.0,0.0,8.960829888870943
2012-09-07,8.346260868364562,8.147988024067535,9.878691921304089,8.346260868364562,8.346260868364562,0.6631079711278786,0.6631079711278786,0.6631079711278786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6631079711278786,0.6631079711278786,0.6631079711278786,0.0,0.0,0.0,9.00936883949244
2012-09-08,8.34580771940182,8.18346154524146,9.970774229478492,8.34580771940182,8.34580771940182,0.7096642861292213,0.7096642861292213,0.7096642861292213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7096642861292213,0.7096642861292213,0.7096642861292213,0.0,0.0,0.0,9.055472005531042
2012-09-09,8.34535457043908,8.145405210168851,9.923659610794331,8.34535457043908,8.34535457043908,0.7532739462588354,0.7532739462588354,0.7532739462588354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7532739462588354,0.7532739462588354,0.7532739462588354,0.0,0.0,0.0,9.098628516697914
2012-09-10,8.34490142147634,8.29147335264092,10.00503490788242,8.34490142147634,8.34490142147634,0.7934803839614648,0.7934803839614648,0.7934803839614648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934803839614648,0.7934803839614648,0.7934803839614648,0.0,0.0,0.0,9.138381805437804
2012-09-11,8.344448272513599,8.317572012252311,9.982548487055626,8.344448272513599,8.344448272513599,0.8298912136603726,0.8298912136603726,0.8298912136603726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8298912136603726,0.8298912136603726,0.8298912136603726,0.0,0.0,0.0,9.174339486173972
2012-09-12,8.343995123550858,8.334737576834598,10.00085006493425,8.343995123550858,8.343995123550858,0.8621864380002092,0.8621864380002092,0.8621864380002092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8621864380002092,0.8621864380002092,0.8621864380002092,0.0,0.0,0.0,9.206181561551068
2012-09-13,8.343541974588119,8.386066318446398,10.028846421851684,8.343541974588119,8.343541974588119,0.8901247826020304,0.8901247826020304,0.8901247826020304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901247826020304,0.8901247826020304,0.8901247826020304,0.0,0.0,0.0,9.23366675719015
2012-09-14,8.34308882562538,8.39535677905236,10.089003372004317,8.34308882562538,8.34308882562538,0.9135480115784697,0.9135480115784697,0.9135480115784697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9135480115784697,0.9135480115784697,0.9135480115784697,0.0,0.0,0.0,9.25663683720385
2012-09-15,8.342635676662638,8.460106932735266,10.124828385997583,8.342635676662638,8.342635676662638,0.9323831304883361,0.9323831304883361,0.9323831304883361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323831304883361,0.9323831304883361,0.9323831304883361,0.0,0.0,0.0,9.275018807150975
2012-09-16,8.342182527699897,8.477898790341463,10.131653810376516,8.342182527699897,8.342182527699897,0.9466424400413452,0.9466424400413452,0.9466424400413452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9466424400413452,0.9466424400413452,0.9466424400413452,0.0,0.0,0.0,9.288824967741242
2012-09-17,8.341729378737156,8.402592426384283,10.124750912506894,8.341729378737156,8.341729378737156,0.9564214611520084,0.9564214611520084,0.9564214611520084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564214611520084,0.9564214611520084,0.9564214611520084,0.0,0.0,0.0,9.298150839889164
2012-09-18,8.341276229044992,8.437414910777422,10.142284167841293,8.341276229044992,8.341276229044992,0.9618948083070369,0.9618948083070369,0.9618948083070369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618948083070369,0.9618948083070369,0.9618948083070369,0.0,0.0,0.0,9.303171037352028
2012-09-19,8.340823079352825,8.441088823655535,10.167336056459684,8.340823079352825,8.340823079352825,0.9633101421431669,0.9633101421431669,0.9633101421431669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633101421431669,0.9633101421431669,0.9633101421431669,0.0,0.0,0.0,9.304133221495992
2012-09-20,8.34036992966066,8.460424581192937,10.158352186947706,8.34036992966066,8.34036992966066,0.9609803821547767,0.9609803821547767,0.9609803821547767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9609803821547767,0.9609803821547767,0.9609803821547767,0.0,0.0,0.0,9.301350311815437
2012-09-21,8.339916779968494,8.516897635089878,10.169054861090306,8.339916779968494,8.339916779968494,0.9552744052411138,0.9552744052411138,0.9552744052411138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552744052411138,0.9552744052411138,0.9552744052411138,0.0,0.0,0.0,9.295191185209609
2012-09-22,8.33946363027633,8.428960266949229,10.159720084888995,8.33946363027633,8.33946363027633,0.9466064941547185,0.9466064941547185,0.9466064941547185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9466064941547185,0.9466064941547185,0.9466064941547185,0.0,0.0,0.0,9.286070124431047
2012-09-23,8.339010480584163,8.387569596354588,10.13677313651976,8.339010480584163,8.339010480584163,0.9354248308327477,0.9354248308327477,0.9354248308327477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354248308327477,0.9354248308327477,0.9354248308327477,0.0,0.0,0.0,9.27443531141691
2012-09-24,8.338557330891998,8.403397248783548,10.123303060263785,8.338557330891998,8.338557330891998,0.9221993522783514,0.9221993522783514,0.9221993522783514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9221993522783514,0.9221993522783514,0.9221993522783514,0.0,0.0,0.0,9.26075668317035
2012-09-25,8.338104181199833,8.41730405894732,10.207965725786813,8.338104181199833,8.338104181199833,0.9074093005460852,0.9074093005460852,0.9074093005460852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074093005460852,0.9074093005460852,0.9074093005460852,0.0,0.0,0.0,9.245513481745919
2012-09-26,8.337651031507667,8.301405719052525,10.094086912934035,8.337651031507667,8.337651031507667,0.8915308031661997,0.8915308031661997,0.8915308031661997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8915308031661997,0.8915308031661997,0.8915308031661997,0.0,0.0,0.0,9.229181834673867
2012-09-27,8.337197881815502,8.375096181810031,10.109237616557902,8.337197881815502,8.337197881815502,0.8750248159350988,0.8750248159350988,0.8750248159350988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8750248159350988,0.8750248159350988,0.8750248159350988,0.0,0.0,0.0,9.212222697750601
2012-09-28,8.336744732123336,8.34638121944364,10.082396261694448,8.336744732123336,8.336744732123336,0.8583257466153731,0.8583257466153731,0.8583257466153731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8583257466153731,0.8583257466153731,0.8583257466153731,0.0,0.0,0.0,9.195070478738709
2012-09-29,8.336291582431171,8.382282032792371,10.006996593833533,8.336291582431171,8.336291582431171,0.8418310561451724,0.8418310561451724,0.8418310561451724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8418310561451724,0.8418310561451724,0.8418310561451724,0.0,0.0,0.0,9.178122638576344
2012-09-30,8.335838432739006,8.305871230415693,10.028031561254245,8.335838432739006,8.335838432739006,0.8258921041360369,0.8258921041360369,0.8258921041360369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8258921041360369,0.8258921041360369,0.8258921041360369,0.0,0.0,0.0,9.161730536875043
2012-10-01,8.33538528304684,8.282167255827094,9.98356513311011,8.33538528304684,8.33538528304684,0.8108064686212666,0.8108064686212666,0.8108064686212666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8108064686212666,0.8108064686212666,0.8108064686212666,0.0,0.0,0.0,9.146191751668105
2012-10-02,8.334932133354673,8.237925105178645,10.002160512967944,8.334932133354673,8.334932133354673,0.7968119272654649,0.7968119272654649,0.7968119272654649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7968119272654649,0.7968119272654649,0.7968119272654649,0.0,0.0,0.0,9.131744060620138
2012-10-03,8.334478983662509,8.175717483804027,10.019582650617652,8.334478983662509,8.334478983662509,0.7840822397977828,0.7840822397977828,0.7840822397977828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7840822397977828,0.7840822397977828,0.7840822397977828,0.0,0.0,0.0,9.118561223460292
2012-10-04,8.334025833970344,8.250162197767278,9.96468152607413,8.334025833970344,8.334025833970344,0.7727248206206336,0.7727248206206336,0.7727248206206336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727248206206336,0.7727248206206336,0.7727248206206336,0.0,0.0,0.0,9.106750654590977
2012-10-05,8.33357268427818,8.253736233197921,10.002073575456933,8.33357268427818,8.33357268427818,0.7627803378113681,0.7627803378113681,0.7627803378113681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7627803378113681,0.7627803378113681,0.7627803378113681,0.0,0.0,0.0,9.096353022089547
2012-10-06,8.333119534586013,8.180361418384937,9.938817982346839,8.333119534586013,8.333119534586013,0.7542242215309228,0.7542242215309228,0.7542242215309228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7542242215309228,0.7542242215309228,0.7542242215309228,0.0,0.0,0.0,9.087343756116935
2012-10-07,8.332666384893846,8.322696339813383,9.993756667281998,8.332666384893846,8.332666384893846,0.7469700126704815,0.7469700126704815,0.7469700126704815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7469700126704815,0.7469700126704815,0.7469700126704815,0.0,0.0,0.0,9.079636397564327
2012-10-08,8.332213235201682,8.229718366812124,9.92718404613709,8.332213235201682,8.332213235201682,0.7408744328078825,0.7408744328078825,0.7408744328078825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7408744328078825,0.7408744328078825,0.7408744328078825,0.0,0.0,0.0,9.073087668009563
2012-10-09,8.331760085509517,8.21656630863283,9.825224134588748,8.331760085509517,8.331760085509517,0.7357440105864577,0.7357440105864577,0.7357440105864577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357440105864577,0.7357440105864577,0.7357440105864577,0.0,0.0,0.0,9.067504096095975
2012-10-10,8.33130693581735,8.161847382408858,9.983190550237653,8.33130693581735,8.33130693581735,0.7313430586684185,0.7313430586684185,0.7313430586684185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7313430586684185,0.7313430586684185,0.7313430586684185,0.0,0.0,0.0,9.062649994485769
2012-10-11,8.330854042416778,8.16117871366068,9.925903680179761,8.330854042416778,8.330854042416778,0.7274027605649891,0.7274027605649891,0.7274027605649891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7274027605649891,0.7274027605649891,0.7274027605649891,0.0,0.0,0.0,9.058256802981766
2012-10-12,8.330401149016206,8.212773851039632,9.902805775942193,8.330401149016206,8.330401149016206,0.7236310987733551,0.7236310987733551,0.7236310987733551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7236310987733551,0.7236310987733551,0.7236310987733551,0.0,0.0,0.0,9.05403224778956
2012-10-13,8.329948255615633,8.199542928617696,9.971315977389958,8.329948255615633,8.329948255615633,0.7197233354853044,0.7197233354853044,0.7197233354853044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7197233354853044,0.7197233354853044,0.7197233354853044,0.0,0.0,0.0,9.049671591100937
2012-10-14,8.329495362215061,8.164459087466948,9.92648728079184,8.329495362215061,8.329495362215061,0.715372745112494,0.715372745112494,0.715372745112494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715372745112494,0.715372745112494,0.715372745112494,0.0,0.0,0.0,9.044868107327556
2012-10-15,8.329042468814487,8.188644736768824,9.89048394237126,8.329042468814487,8.329042468814487,0.7102812942825825,0.7102812942825825,0.7102812942825825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7102812942825825,0.7102812942825825,0.7102812942825825,0.0,0.0,0.0,9.03932376309707
2012-10-16,8.328589575413915,8.221983416431732,9.899011497244189,8.328589575413915,8.328589575413915,0.704169969763219,0.704169969763219,0.704169969763219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704169969763219,0.704169969763219,0.704169969763219,0.0,0.0,0.0,9.032759545177134
2012-10-17,8.328136682013342,8.196014411253588,9.886664392091994,8.328136682013342,8.328136682013342,0.6967884677800745,0.6967884677800745,0.6967884677800745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6967884677800745,0.6967884677800745,0.6967884677800745,0.0,0.0,0.0,9.024925149793416
2012-10-18,8.327683788612768,8.19697540759421,9.835613874116468,8.327683788612768,8.327683788612768,0.68792397892026,0.68792397892026,0.68792397892026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68792397892026,0.68792397892026,0.68792397892026,0.0,0.0,0.0,9.015607767533028
2012-10-19,8.327230895212198,8.171455849015514,9.8288800083321,8.327230895212198,8.327230895212198,0.677408830619931,0.677408830619931,0.677408830619931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677408830619931,0.677408830619931,0.677408830619931,0.0,0.0,0.0,9.00463972583213
2012-10-20,8.326778001811624,8.148250290702503,9.874086496199784,8.326778001811624,8.326778001811624,0.6651267832525093,0.6651267832525093,0.6651267832525093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6651267832525093,0.6651267832525093,0.6651267832525093,0.0,0.0,0.0,8.991904785064133
2012-10-21,8.326325108411051,8.149475406101224,9.883274721577155,8.326325108411051,8.326325108411051,0.6510178150527135,0.6510178150527135,0.6510178150527135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6510178150527135,0.6510178150527135,0.6510178150527135,0.0,0.0,0.0,8.977342923463764
2012-10-22,8.32587221501048,8.091262478916063,9.75619986556855,8.32587221501048,8.32587221501048,0.6350812743846679,0.6350812743846679,0.6350812743846679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6350812743846679,0.6350812743846679,0.6350812743846679,0.0,0.0,0.0,8.960953489395147
2012-10-23,8.325419321609907,8.031645341842983,9.845166326962412,8.325419321609907,8.325419321609907,0.6173773239314085,0.6173773239314085,0.6173773239314085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173773239314085,0.6173773239314085,0.6173773239314085,0.0,0.0,0.0,8.942796645541316
2012-10-24,8.324966428209333,8.044944254878335,9.798845661189329,8.324966428209333,8.324966428209333,0.5980266489577493,0.5980266489577493,0.5980266489577493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5980266489577493,0.5980266489577493,0.5980266489577493,0.0,0.0,0.0,8.922993077167082
2012-10-25,8.324513534808762,8.001399020226618,9.77223808227313,8.324513534808762,8.324513534808762,0.5772084495164251,0.5772084495164251,0.5772084495164251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772084495164251,0.5772084495164251,0.5772084495164251,0.0,0.0,0.0,8.901721984325187
