ds,y
2012-11-01,8.49821422481843
2012-11-02,8.56845648535378
2012-11-03,8.45871626165726
2012-11-04,9.71818154670121
2012-11-05,9.68700923909068
2012-11-06,8.830104317913788
2012-11-07,8.38799525294456
2012-11-08,8.4984180360899
2012-11-09,8.847216104357539
2012-11-10,8.28096440055337
2012-11-11,9.26492324974647
2012-11-12,9.11173476822206
2012-11-13,8.70682132339263
2012-11-14,8.33182700443606
2012-11-15,8.366602832783741
2012-11-16,8.27690348126706
2012-11-17,8.12946976478423
2012-11-18,9.17915925449261
2012-11-19,9.68558026801716
2012-11-20,8.655214489313611
2012-11-21,8.294549515143679
2012-11-22,8.6522484224091
2012-11-23,8.929700114313448
2012-11-24,8.3959291039232
2012-11-25,9.46753746341524
2012-11-26,9.889794225404131
2012-11-27,8.84922702143852
2012-11-28,8.61431990214696
2012-11-29,8.48156601377309
2012-11-30,8.749098248399019
2012-12-01,8.65364531455174
2012-12-02,9.3482745580655
2012-12-03,9.676837861892631
2012-12-04,9.64290170574605
2012-12-05,8.72891172506098
2012-12-06,8.77894188184151
2012-12-07,9.96057651952026
2012-12-08,8.737773460327281
2012-12-09,9.25263328416643
2012-12-10,9.26624800391448
2012-12-11,9.42730487221368
2012-12-12,8.79300509129753
2012-12-13,8.70300863746445
2012-12-14,8.43944784279138
2012-12-15,8.29104513108173
2012-12-16,9.31325790598287
2012-12-17,9.347926034928749
2012-12-18,8.791486026749
2012-12-19,8.51899157335762
2012-12-20,8.41294317004244
2012-12-21,8.29679586577005
2012-12-22,8.21256839823415
2012-12-23,9.256555795773151
2012-12-24,9.652265977087119
2012-12-25,8.63746202380718
2012-12-26,8.60776488960062
2012-12-27,8.96533457380484
2012-12-28,8.68372406230387
2012-12-29,8.53267276226462
2012-12-30,9.49016666846238
2012-12-31,10.142858720955
2013-01-01,9.11162439903702
2013-01-02,9.08500388066489
2013-01-03,9.055089086704891
2013-01-04,9.336267928573971
2013-01-05,9.23960786965675
2013-01-06,10.1327324527083
2013-01-07,9.49122438992696
2013-01-08,9.1122864315008
2013-01-09,9.06357899058078
2013-01-10,8.97297111339799
2013-01-11,9.145481799627689
2013-01-12,10.5418617072488
2013-01-13,11.507520886511399
2013-01-14,10.193167627650599
2013-01-15,9.27995971385624
2013-01-16,8.84635304331433
2013-01-17,8.73262709966039
2013-01-18,8.655040258108361
2013-01-19,8.45446636150793
2013-01-20,8.96367227561502
2013-01-21,10.0210927946104
2013-01-22,9.005650499320222
2013-01-23,8.86092472971904
2013-01-24,8.585225601808059
2013-01-25,8.536211197252001
2013-01-26,8.45850419506756
2013-01-27,8.534443544822759
2013-01-28,10.1042218823372
2013-01-29,8.65067458279072
2013-01-30,8.51218064959269
2013-01-31,8.48549610467298
2013-02-01,8.577911926450941
2013-02-02,8.54985397365579
2013-02-03,9.60622641363735
2013-02-04,10.026191792511598
2013-02-05,8.870241567299269
2013-02-06,8.52793528794814
2013-02-07,8.383433201236711
2013-02-08,8.200837258379849
2013-02-09,8.09285102753838
2013-02-10,8.03883475778775
2013-02-11,8.08641027532378
2013-02-12,8.036573409707309
2013-02-13,7.975220838653411
2013-02-14,7.84267147497946
2013-02-15,7.893572073504901
2013-02-16,7.81762544305337
2013-02-17,7.82284529027977
2013-02-18,7.9672801789422
2013-02-19,8.00670084544037
2013-02-20,7.9113240189633505
2013-02-21,7.8516611778892695
2013-02-22,7.872073979866871
2013-02-23,7.75362354655975
2013-02-24,7.68294316987829
2013-02-25,7.843848638152469
2013-02-26,8.191463051326929
2013-02-27,7.978310969867719
2013-02-28,7.923348211930151
2013-03-01,7.871311203323411
2013-03-02,7.743703258173749
2013-03-03,7.778630147325809
2013-03-04,7.83518375526675
2013-03-05,7.83834331555712
2013-03-06,7.84619881549743
2013-03-07,7.9204465051426105
2013-03-08,7.75790620835175
2013-03-09,7.586296307152719
2013-03-10,7.51479976048867
2013-03-11,7.75790620835175
2013-03-12,7.80343505695217
2013-03-13,8.07899825868515
2013-03-14,8.38068594676157
2013-03-15,8.0643219609108
2013-03-16,7.85282781228174
2013-03-17,7.903965634032169
2013-03-18,7.84463264446468
2013-03-19,7.889459149404519
2013-03-20,8.22550309756692
2013-03-21,8.54071438645758
2013-03-22,8.01928379291679
2013-03-23,7.83122021460429
2013-03-24,8.43315919580623
2013-03-25,8.09620827165004
2013-03-26,7.86633892304654
2013-03-27,7.77904864492556
2013-03-28,7.77359446736019
2013-03-29,7.772752716468741
2013-03-30,7.76811037852599
2013-03-31,7.480992162869519
2013-04-01,7.743703258173749
2013-04-02,7.5963923040642
2013-04-03,7.680637427560941
2013-04-04,7.5384949994134605
2013-04-05,7.4500795698074995
2013-04-06,7.44307837434852
2013-04-07,7.548555979169871
2013-04-08,7.64060382639363
2013-04-09,7.6764736463891605
2013-04-10,7.5673456760132405
2013-04-11,8.07682603129881
2013-04-12,7.70120018085745
2013-04-13,7.36833968631138
2013-04-14,7.3664451483276
2013-04-15,7.4866133131399595
2013-04-16,7.5740450053722
2013-04-17,7.568895663407
2013-04-18,7.63964228785801
2013-04-19,7.853216388156071
2013-04-20,7.31188616407716
2013-04-21,7.53636393840451
2013-04-22,7.68248244653451
2013-04-23,7.7319307219484905
2013-04-24,8.01201823915906
2013-04-25,7.98036576511125
2013-04-26,8.17131687471973
2013-04-27,7.97796809312855
2013-04-28,7.79482315217939
2013-04-29,8.30424746507847
2013-04-30,8.05642676752298
2013-05-01,7.77779262633883
2013-05-02,8.22897764335831
2013-05-03,7.900636613018
2013-05-04,7.461640392208579
2013-05-05,7.549082710812289
2013-05-06,7.81681996576455
2013-05-07,7.722234744709611
2013-05-08,7.71556953452021
2013-05-09,7.72621265050753
2013-05-10,7.581719640125309
2013-05-11,7.26542972325395
2013-05-12,7.30114780585603
2013-05-13,7.474204806496121
2013-05-14,7.58882987830781
2013-05-15,7.61085279039525
2013-05-16,7.64778604544093
2013-05-17,7.60190195987517
2013-05-18,7.254177846456519
2013-05-19,7.1800698743027995
2013-05-20,7.377133712833951
2013-05-21,7.57507169950756
2013-05-22,7.50714107972761
2013-05-23,7.58578882173203
2013-05-24,7.40731771046942
2013-05-25,7.03085747611612
2013-05-26,7.15070145759253
2013-05-27,7.254177846456519
2013-05-28,7.450660796211539
2013-05-29,7.551186867296151
2013-05-30,7.61332497954064
2013-05-31,7.42714413340862
2013-06-01,7.350516171834
2013-06-02,7.28824440102012
2013-06-03,7.434847875211999
2013-06-04,7.53743003658651
2013-06-05,7.35244110024358
2013-06-06,7.282073658093459
2013-06-07,7.3031700512368
2013-06-08,7.293697720601441
2013-06-09,7.22983877815125
2013-06-10,7.57507169950756
2013-06-11,7.9741886692860104
2013-06-12,7.61579107203583
2013-06-13,7.474204806496121
2013-06-14,7.33432935030054
2013-06-15,7.319202458767849
2013-06-16,7.4048875756161205
2013-06-17,7.424761761823209
2013-06-18,7.4702241358999695
2013-06-19,7.3677085723743705
2013-06-20,7.2841348061952
2013-06-21,7.325807502595769
2013-06-22,7.290974778142981
2013-06-23,7.19142933003638
2013-06-24,7.289610521451171
2013-06-25,7.33236920592906
2013-06-26,7.39572160860205
2013-06-27,7.5673456760132405
2013-06-28,7.6211951628098396
2013-06-29,7.268920128193719
2013-06-30,7.269616749608169
2013-07-01,7.307872780763709
2013-07-02,7.28138566357028
2013-07-03,7.3211885567394805
2013-07-04,7.51207124583547
2013-07-05,7.5005294853952895
2013-07-06,7.113142108707089
2013-07-07,7.1420365747068
2013-07-08,7.32383056620232
2013-07-09,7.42892719480227
2013-07-10,7.52886925664225
2013-07-11,7.41997992366183
2013-07-12,7.4730690880322
2013-07-13,7.337587743538599
2013-07-14,7.35436233042148
2013-07-15,7.58273848891441
2013-07-16,7.62608275807238
2013-07-17,7.7596141506969
2013-07-18,7.94058382710424
2013-07-19,7.59085212368858
2013-07-20,7.418180822726789
2013-07-21,7.41155628781116
2013-07-22,7.59789795052178
2013-07-23,0.0
2013-07-24,6.63594655568665
2013-07-25,7.647308832356241
2013-07-26,7.82763954636642
2013-07-27,7.63385355968177
2013-07-28,8.53030683056162
2013-07-29,8.52951694110507
2013-07-30,7.8512719971098806
2013-07-31,7.79564653633459
2013-08-01,7.582229194276461
2013-08-02,7.43897159239586
2013-08-03,7.63867982387611
2013-08-04,7.527255919373781
2013-08-05,7.72488843932307
2013-08-06,7.913521017283889
2013-08-07,8.65956043270316
2013-08-08,8.29579811063615
2013-08-09,8.13241267450091
2013-08-10,7.92551897978693
2013-08-11,7.82843635915759
2013-08-12,7.84424071814181
2013-08-13,7.77695440332244
2013-08-14,7.76684053708551
2013-08-15,7.789868559054709
2013-08-16,7.693937325509269
2013-08-17,7.71556953452021
2013-08-18,8.15277405274407
2013-08-19,8.2529671950008
2013-08-20,7.94129557090653
2013-08-21,7.809541324653409
2013-08-22,7.81923445385907
2013-08-23,7.81237820598861
2013-08-24,7.54538974961182
2013-08-25,8.47428569040496
2013-08-26,7.791935956938059
2013-08-27,7.66809370908241
2013-08-28,7.80547462527086
2013-08-29,7.9672801789422
2013-08-30,7.994294986415981
2013-08-31,7.809541324653409
2013-09-01,8.70317470904168
2013-09-02,7.9672801789422
2013-09-03,8.09620827165004
2013-09-04,8.03786623470962
2013-09-05,8.58016799057763
2013-09-06,10.871858269275698
2013-09-07,9.19248185367487
2013-09-08,9.150696519048669
2013-09-09,9.82319898130729
2013-09-10,8.76888532613486
2013-09-11,8.50855599802057
2013-09-12,8.72972059026726
2013-09-13,8.92145757894788
2013-09-14,8.52991196382401
2013-09-15,10.4159817834027
2013-09-16,10.3369892693381
2013-09-17,9.14644164612595
2013-09-18,8.50875771259514
2013-09-19,8.38617292897783
2013-09-20,8.361007108226909
2013-09-21,8.12976444579417
2013-09-22,8.73198193834769
2013-09-23,8.73584667745758
2013-09-24,10.819698281210101
2013-09-25,10.659092966935699
2013-09-26,9.849453664043642
2013-09-27,8.88820487145502
2013-09-28,8.92771217382708
2013-09-29,9.66738540005753
2013-09-30,10.1635029066262
2013-10-01,9.337941716569901
2013-10-02,9.177197153382929
2013-10-03,8.87905466204227
2013-10-04,8.57866451350434
2013-10-05,8.73004395324502
2013-10-06,9.953324787383302
2013-10-07,10.238744765600801
2013-10-08,9.203114326884439
2013-10-09,8.74719318352693
2013-10-10,8.77554943448619
2013-10-11,9.2098402469345
2013-10-12,8.52813313145457
2013-10-13,9.05765528431053
2013-10-14,9.42294862137501
2013-10-15,9.02917814290207
2013-10-16,9.09773142759353
2013-10-17,9.44809663565824
2013-10-18,9.11250701162742
2013-10-19,8.802672840312821
2013-10-20,9.20843856468659
2013-10-21,11.047089140435801
2013-10-22,9.32758993202642
2013-10-23,8.67880170661265
2013-10-24,8.576593534697679
2013-10-25,8.43598313599069
2013-10-26,8.19007704971905
2013-10-27,9.06044728240157
2013-10-28,9.27030595314362
2013-10-29,8.5016733797582
2013-10-30,8.187299270155151
2013-10-31,8.095903532961099
2013-11-01,8.04334217044161
2013-11-02,7.952615111651
2013-11-03,8.39908510293591
2013-11-04,8.791029857045961
2013-11-05,8.3030093814735
2013-11-06,8.11910083763749
2013-11-07,8.23031079913502
2013-11-08,8.15765701519647
2013-11-09,7.82923253754359
2013-11-10,8.573951525234849
2013-11-11,9.61132880805727
2013-11-12,8.923857580099881
2013-11-13,8.3654396361887
2013-11-14,8.31188955823036
2013-11-15,8.631414335506259
2013-11-16,8.45382731579442
2013-11-17,8.90585118120802
2013-11-18,10.8674821444793
2013-11-19,9.15514473650823
2013-11-20,8.43944784279138
2013-11-21,8.44354665124794
2013-11-22,8.57262789830434
2013-11-23,8.372398606513
2013-11-24,8.73600738456922
2013-11-25,10.3885029394023
2013-11-26,8.708804795117281
2013-11-27,8.19533366716287
2013-11-28,8.22147894726719
2013-11-29,8.27512163021651
2013-11-30,8.16990264735914
2013-12-01,8.82232217747174
2013-12-02,9.80543361206074
2013-12-03,9.38907215991958
2013-12-04,8.981304494957131
2013-12-05,8.57922858233569
2013-12-06,8.48776438072542
2013-12-07,8.72192834304709
2013-12-08,8.918248591035699
2013-12-09,9.65162297294974
2013-12-10,8.86474666090541
2013-12-11,8.509362612301048
2013-12-12,8.63177109612367
2013-12-13,9.20271134481169
2013-12-14,8.90381521172292
2013-12-15,9.02653771890043
2013-12-16,9.237663667625071
2013-12-17,8.895081531754169
2013-12-18,8.6429443967218
2013-12-19,8.12976444579417
2013-12-20,8.29179710504873
2013-12-21,8.09803475617607
2013-12-22,9.51878049751247
2013-12-23,9.90468683311161
2013-12-24,8.93734984826739
2013-12-25,8.57885257180297
2013-12-26,8.71588010229646
2013-12-27,8.488999457045459
2013-12-28,8.50572771330696
2013-12-29,9.30008966411979
2013-12-30,10.1461591836579
2013-12-31,9.17709377818255
2014-01-01,8.83564692253477
2014-01-02,8.832879460277619
2014-01-03,8.92305821954573
2014-01-04,8.89329814421792
2014-01-05,8.602636673233711
2014-01-06,0.0
2014-01-07,8.99143781491923
2014-01-08,8.806873266530689
2014-01-09,8.85409390765552
2014-01-10,8.93102321585603
2014-01-11,8.852807917623322
2014-01-12,10.6933076203563
2014-01-13,11.307560435007698
2014-01-14,9.83745458193169
2014-01-15,9.60508151672137
2014-01-16,9.74537068443899
2014-01-17,9.675645480440359
2014-01-18,9.43468320386588
2014-01-19,11.5036223246441
2014-01-20,11.9767789709185
2014-01-21,10.542574456246099
2014-01-22,10.004282662571
2014-01-23,9.73281784848262
2014-01-24,9.86646043169905
2014-01-25,9.37092743662413
2014-01-26,9.490544554572
2014-01-27,10.139152384404
2014-01-28,9.99984264077889
2014-01-29,10.032715950543901
2014-01-30,10.380373692872599
2014-01-31,10.453053004617999
2014-02-01,10.240138344643901
2014-02-02,11.7605196483804
2014-02-03,12.846746888829
2014-02-04,10.7668837086558
2014-02-05,9.845222644404151
2014-02-06,9.29035230994557
2014-02-07,9.10331179921766
2014-02-08,8.79573360595074
2014-02-09,8.623353387244629
2014-02-10,8.41825644355621
2014-02-11,8.31090675716845
2014-02-12,8.236155661683119
2014-02-13,8.13123654969612
2014-02-14,7.92768504561578
2014-02-15,7.7591874385078
2014-02-16,7.72665366484764
2014-02-17,7.83518375526675
2014-02-18,7.88419993367604
2014-02-19,7.91461770904068
2014-02-20,7.92551897978693
2014-02-21,7.7531942698843395
2014-02-22,7.508787170634281
2014-02-23,7.55747290161475
2014-02-24,7.8026180634426705
2014-02-25,7.6838639802564295
2014-02-26,7.9844627322622
2014-02-27,7.8516611778892695
2014-02-28,7.68478394352278
2014-03-01,7.337587743538599
2014-03-02,7.4036702900123705
2014-03-03,7.867871490396321
2014-03-04,7.8984110928116
2014-03-05,7.58426481838906
2014-03-06,7.714231144849089
2014-03-07,7.889459149404519
2014-03-08,7.325807502595769
2014-03-09,7.48885295573346
2014-03-10,7.5538108520082305
2014-03-11,7.669961995473581
2014-03-12,7.98820359702258
2014-03-13,8.00436556497957
2014-03-14,7.651120175702701
2014-03-15,7.4866133131399595
2014-03-16,7.44949800538285
2014-03-17,7.59538727885397
2014-03-18,7.6098622009135495
2014-03-19,7.548028969935009
2014-03-20,7.61775957660851
2014-03-21,7.59538727885397
2014-03-22,7.34665516317654
2014-03-23,7.40123126441302
2014-03-24,8.09315669772264
2014-03-25,7.9237103339692405
2014-03-26,7.69074316354187
2014-03-27,8.43901541035221
2014-03-28,7.7823903355874595
2014-03-29,7.30854279753919
2014-03-30,7.26192709270275
2014-03-31,7.43720636687129
2014-04-01,7.540090320145321
2014-04-02,7.585281078639129
2014-04-03,7.6088706291912604
2014-04-04,7.464509834636529
2014-04-05,7.156956364615639
2014-04-06,7.4877337614364405
2014-04-07,7.4489161025442
2014-04-08,7.4702241358999695
2014-04-09,7.43602781635185
2014-04-10,7.52185925220163
2014-04-11,7.4103470978210195
2014-04-12,7.15617663748062
2014-04-13,7.138073034044349
2014-04-14,7.36264527041782
2014-04-15,7.516977224604321
2014-04-16,7.61726781362835
2014-04-17,7.49554194388426
2014-04-18,7.39203156751459
2014-04-19,7.174724309836379
2014-04-20,8.09132127353041
2014-04-21,7.5153445711804405
2014-04-22,7.8458075026378
2014-04-23,7.691200097522861
2014-04-24,7.83478810738819
2014-04-25,7.67740043051481
2014-04-26,7.2485040723706105
2014-04-27,7.40245152081824
2014-04-28,7.6943928026294195
2014-04-29,7.82604401351897
2014-04-30,7.6118423995804205
2014-05-01,7.5137092478397
2014-05-02,7.676009932028889
2014-05-03,7.24064969425547
2014-05-04,7.6553906448261495
2014-05-05,8.13944052187461
2014-05-06,8.37493814383537
2014-05-07,7.901747518520139
2014-05-08,8.02387999273488
2014-05-09,8.75020786252571
2014-05-10,8.081784206935
2014-05-11,7.70436116791031
2014-05-12,7.868254265520611
2014-05-13,7.81963630236759
2014-05-14,7.760893195851019
2014-05-15,7.66715825531915
2014-05-16,7.63433723562832
2014-05-17,7.35115822643069
2014-05-18,7.58933582317062
2014-05-19,7.91022370709734
2014-05-20,7.85476918349913
2014-05-21,7.646831391430481
2014-05-22,7.4916454736051294
2014-05-23,7.5234813125735
2014-05-24,7.0352685992811
2014-05-25,7.06561336359772
2014-05-26,7.22983877815125
2014-05-27,7.50823877467866
2014-05-28,8.311643948502981
2014-05-29,8.01400499477946
2014-05-30,7.49720722320332
2014-05-31,7.831617276352611
2014-06-01,7.1514854639047405
2014-06-02,7.410951875583639
2014-06-03,7.63094658089046
2014-06-04,7.475905969367401
2014-06-05,7.588323677335219
2014-06-06,7.24636808010246
2014-06-07,7.10332206252611
2014-06-08,7.10414409298753
2014-06-09,7.1929342212158
2014-06-10,7.40123126441302
2014-06-11,7.43955930913332
2014-06-12,7.70796153183549
2014-06-13,7.350516171834
2014-06-14,7.322510433997389
2014-06-15,7.28550654852279
2014-06-16,7.3677085723743705
2014-06-17,7.26752542782817
2014-06-18,7.22475340576797
2014-06-19,7.22256601882217
2014-06-20,7.35179986905778
2014-06-21,6.97541392745595
2014-06-22,7.0431599159883405
2014-06-23,7.480992162869519
2014-06-24,7.2034055210830905
2014-06-25,7.22402480828583
2014-06-26,7.113142108707089
2014-06-27,7.079184394609669
2014-06-28,6.8855096700348195
2014-06-29,6.87419849545329
2014-06-30,7.7231200922663295
2014-07-01,7.49665243816828
2014-07-02,7.22402480828583
2014-07-03,7.27239839257005
2014-07-04,7.079184394609669
2014-07-05,6.854354502255019
2014-07-06,6.93049476595163
2014-07-07,7.15617663748062
2014-07-08,7.314552832324081
2014-07-09,7.22693601849329
2014-07-10,7.656810091480381
2014-07-11,7.540090320145321
2014-07-12,7.2100796281707895
2014-07-13,7.24992553671799
2014-07-14,7.29437729928882
2014-07-15,7.51914995766982
2014-07-16,7.42237370098682
2014-07-17,8.22362717580548
2014-07-18,7.492760300922379
2014-07-19,7.22475340576797
2014-07-20,7.25629723969068
2014-07-21,7.4489161025442
2014-07-22,7.6553906448261495
2014-07-23,7.67136092319064
2014-07-24,7.92407232492342
2014-07-25,7.8009820712577405
2014-07-26,7.456454555176211
2014-07-27,7.36264527041782
2014-07-28,8.21311069759668
2014-07-29,8.23642052726539
2014-07-30,7.9215356321335495
2014-07-31,7.745002803515839
