ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2007-12-20,8.027408713139467,7.7288260768963415,8.954671474609238,8.027408713139467,8.027408713139467,0.2911936582035567,0.2911936582035567,0.2911936582035567,-0.07224526761420476,-0.07224526761420476,-0.07224526761420476,0.3634389258177615,0.3634389258177615,0.3634389258177615,0.0,0.0,0.0,8.318602371343024
2007-12-21,8.025859662247855,7.704886326760466,8.900389657499861,8.025859662247855,8.025859662247855,0.2999399439032082,0.2999399439032082,0.2999399439032082,-0.06957566836870868,-0.06957566836870868,-0.06957566836870868,0.36951561227191687,0.36951561227191687,0.36951561227191687,0.0,0.0,0.0,8.325799606151064
2007-12-22,8.024310611356242,7.479303317960004,8.649030234557591,8.024310611356242,8.024310611356242,0.0668476586569097,0.0668476586569097,0.0668476586569097,-0.3117114180456794,-0.3117114180456794,-0.3117114180456794,0.37855907670258904,0.37855907670258904,0.37855907670258904,0.0,0.0,0.0,8.091158270013151
2007-12-23,8.02276156046463,7.832531094339261,9.131329078968223,8.02276156046463,8.02276156046463,0.43872310536712394,0.43872310536712394,0.43872310536712394,0.04827707540550292,0.04827707540550292,0.04827707540550292,0.39044602996162103,0.39044602996162103,0.39044602996162103,0.0,0.0,0.0,8.461484665831755
2007-12-24,8.021212509573019,8.16609317882045,9.416793913532869,8.021212509573019,8.021212509573019,0.7573005511375618,0.7573005511375618,0.7573005511375618,0.3522944961898967,0.3522944961898967,0.3522944961898967,0.4050060549476652,0.4050060549476652,0.4050060549476652,0.0,0.0,0.0,8.77851306071058
2007-12-25,8.019663458681407,7.9739850328502015,9.215930830472466,8.019663458681407,8.019663458681407,0.5416670486396452,0.5416670486396452,0.5416670486396452,0.11963777332980452,0.11963777332980452,0.11963777332980452,0.42202927530984063,0.42202927530984063,0.42202927530984063,0.0,0.0,0.0,8.561330507321053
2007-12-26,8.018114407789795,7.777047058201382,8.994743468394713,8.018114407789795,8.018114407789795,0.37459779659988734,0.37459779659988734,0.37459779659988734,-0.06667699089676955,-0.06667699089676955,-0.06667699089676955,0.4412747874966569,0.4412747874966569,0.4412747874966569,0.0,0.0,0.0,8.392712204389683
2007-12-27,8.016565356898182,7.79818036218997,9.033927882433831,8.016565356898182,8.016565356898182,0.3902342781052376,0.3902342781052376,0.3902342781052376,-0.07224526761446964,-0.07224526761446964,-0.07224526761446964,0.4624795457197073,0.4624795457197073,0.4624795457197073,0.0,0.0,0.0,8.40679963500342
2007-12-28,8.01501630600657,7.7699029964234185,9.028211392451404,8.01501630600657,8.01501630600657,0.4157917119692291,0.4157917119692291,0.4157917119692291,-0.06957566836842488,-0.06957566836842488,-0.06957566836842488,0.4853673803376539,0.4853673803376539,0.4853673803376539,0.0,0.0,0.0,8.4308080179758
2007-12-29,8.013467255114957,7.638150897259156,8.769694962865545,8.013467255114957,8.013467255114957,0.19794641359162213,0.19794641359162213,0.19794641359162213,-0.3117114180456028,-0.3117114180456028,-0.3117114180456028,0.509657831637225,0.509657831637225,0.509657831637225,0.0,0.0,0.0,8.211413668706578
2007-12-30,8.011918204223345,8.020523742325189,9.218601909368687,8.011918204223345,8.011918204223345,0.583351568314957,0.583351568314957,0.583351568314957,0.04827707540577899,0.04827707540577899,0.04827707540577899,0.535074492909178,0.535074492909178,0.535074492909178,0.0,0.0,0.0,8.595269772538302
2007-12-31,8.010369153331734,8.331310465556816,9.507277558280732,8.010369153331734,8.010369153331734,0.9136470748470839,0.9136470748470839,0.9136470748470839,0.35229449619001624,0.35229449619001624,0.35229449619001624,0.5613525786570677,0.5613525786570677,0.5613525786570677,0.0,0.0,0.0,8.924016228178818
2008-01-01,8.00882010244012,8.112512931417092,9.361730959060845,8.00882010244012,8.00882010244012,0.707883238334049,0.707883238334049,0.707883238334049,0.11963777332977295,0.11963777332977295,0.11963777332977295,0.5882454650042762,0.5882454650042762,0.5882454650042762,0.0,0.0,0.0,8.716703340774169
2008-01-02,8.007271051548509,7.9147932574650435,9.123863772298318,8.007271051548509,8.007271051548509,0.5488529979430057,0.5488529979430057,0.5488529979430057,-0.06667699089688331,-0.06667699089688331,-0.06667699089688331,0.6155299888398891,0.6155299888398891,0.6155299888398891,0.0,0.0,0.0,8.556124049491515
2008-01-03,8.005722000656897,7.971579166757616,9.1986480321524,8.005722000656897,8.005722000656897,0.5707650710717108,0.5707650710717108,0.5707650710717108,-0.07224526761443374,-0.07224526761443374,-0.07224526761443374,0.6430103386861445,0.6430103386861445,0.6430103386861445,0.0,0.0,0.0,8.576487071728607
2008-01-04,8.004172949765286,8.019608304548074,9.187730725790303,8.004172949765286,8.004172949765286,0.6009447537928496,0.6009447537928496,0.6009447537928496,-0.0695756683686113,-0.0695756683686113,-0.0695756683686113,0.6705204221614609,0.6705204221614609,0.6705204221614609,0.0,0.0,0.0,8.605117703558136
2008-01-05,8.002623898873674,7.80059839607206,8.996409469036589,8.002623898873674,8.002623898873674,0.3862132325258906,0.3862132325258906,0.3862132325258906,-0.3117114180455263,-0.3117114180455263,-0.3117114180455263,0.697924650571417,0.697924650571417,0.697924650571417,0.0,0.0,0.0,8.388837131399564
2008-01-06,8.00107484798206,8.179979717618782,9.406439814009182,8.00107484798206,8.00107484798206,0.7733942141863901,0.7733942141863901,0.7733942141863901,0.04827707540635775,0.04827707540635775,0.04827707540635775,0.7251171387800323,0.7251171387800323,0.7251171387800323,0.0,0.0,0.0,8.77446906216845
2008-01-07,7.99952579709045,8.42200342458366,9.689726508817369,7.99952579709045,7.99952579709045,1.1043138724112513,1.1043138724112513,1.1043138724112513,0.35229449618967995,0.35229449618967995,0.35229449618967995,0.7520193762215714,0.7520193762215714,0.7520193762215714,0.0,0.0,0.0,9.103839669501701
2008-01-08,7.997976746198837,8.27340777239409,9.522559879529464,7.997976746198837,7.997976746198837,0.898214254161966,0.898214254161966,0.898214254161966,0.11963777333017622,0.11963777333017622,0.11963777333017622,0.77857648083179,0.77857648083179,0.77857648083179,0.0,0.0,0.0,8.896191000360803
2008-01-09,7.996427695307226,8.120764781657922,9.349651256759618,7.996427695307226,7.996427695307226,0.7380752090771322,0.7380752090771322,0.7380752090771322,-0.06667699089686462,-0.06667699089686462,-0.06667699089686462,0.8047521999739968,0.8047521999739968,0.8047521999739968,0.0,0.0,0.0,8.734502904384359
2008-01-10,7.994878644415613,8.104860207490859,9.325072587338926,7.994878644415613,7.994878644415613,0.7582776017799513,0.7582776017799513,0.7582776017799513,-0.0722452676143979,-0.0722452676143979,-0.0722452676143979,0.8305228693943492,0.8305228693943492,0.8305228693943492,0.0,0.0,0.0,8.753156246195564
2008-01-11,7.993329593524,8.220137432895108,9.414998658548653,7.993329593524,7.993329593524,0.7862949129255101,0.7862949129255101,0.7862949129255101,-0.06957566836879767,-0.06957566836879767,-0.06957566836879767,0.8558705812943079,0.8558705812943079,0.8558705812943079,0.0,0.0,0.0,8.77962450644951
2008-01-12,7.991780542632388,7.936510817720743,9.148821192398263,7.991780542632388,7.991780542632388,0.5690644263710796,0.5690644263710796,0.5690644263710796,-0.3117114180454498,-0.3117114180454498,-0.3117114180454498,0.8807758444165293,0.8807758444165293,0.8807758444165293,0.0,0.0,0.0,8.560844969003467
2008-01-13,7.990231491740776,8.371216950634064,9.625720735867391,7.990231491740776,7.990231491740776,0.9534871169036494,0.9534871169036494,0.9534871169036494,0.04827707540473391,0.04827707540473391,0.04827707540473391,0.9052100414989157,0.9052100414989157,0.9052100414989157,0.0,0.0,0.0,8.943718608644424
2008-01-14,7.988682440849164,8.666111423684537,9.853340703679544,7.988682440849164,7.988682440849164,1.2814224979483881,1.2814224979483881,1.2814224979483881,0.3522944961897996,0.3522944961897996,0.3522944961897996,0.9291280017585887,0.9291280017585887,0.9291280017585887,0.0,0.0,0.0,9.270104938797552
2008-01-15,7.9871333899575525,8.419755043671808,9.66562625284213,7.9871333899575525,7.9871333899575525,1.0720987810595868,1.0720987810595868,1.0720987810595868,0.11963777332983593,0.11963777332983593,0.11963777332983593,0.9524610077297507,0.9524610077297507,0.9524610077297507,0.0,0.0,0.0,9.05923217101714
2008-01-16,7.98558433906594,8.251319551709948,9.50910258279146,7.98558433906594,7.98558433906594,0.9084335557404307,0.9084335557404307,0.9084335557404307,-0.06667699089684592,-0.06667699089684592,-0.06667699089684592,0.9751105466372766,0.9751105466372766,0.9751105466372766,0.0,0.0,0.0,8.894017894806371
2008-01-17,7.984035288174328,8.29935387089883,9.479743242820867,7.984035288174328,7.984035288174328,0.9246978291048096,0.9246978291048096,0.9246978291048096,-0.07224526761436202,-0.07224526761436202,-0.07224526761436202,0.9969430967191716,0.9969430967191716,0.9969430967191716,0.0,0.0,0.0,8.908733117279137
2008-01-18,7.982486237282716,8.303765698734063,9.565741921691567,7.982486237282716,7.982486237282716,0.9482105406681518,0.9482105406681518,0.9482105406681518,-0.06957566836851387,-0.06957566836851387,-0.06957566836851387,1.0177862090366658,1.0177862090366658,1.0177862090366658,0.0,0.0,0.0,8.930696777950867
2008-01-19,7.980937186391104,8.066877626465736,9.326143623621142,7.980937186391104,7.980937186391104,0.7257146881153861,0.7257146881153861,0.7257146881153861,-0.31171141804566094,-0.31171141804566094,-0.31171141804566094,1.037426106161047,1.037426106161047,1.037426106161047,0.0,0.0,0.0,8.706651874506491
2008-01-20,7.979388135499493,8.484783363350564,9.666432432560095,7.979388135499493,7.979388135499493,1.1038840472515499,1.1038840472515499,1.1038840472515499,0.04827707540531266,0.04827707540531266,0.04827707540531266,1.055606971846237,1.055606971846237,1.055606971846237,0.0,0.0,0.0,9.083272182751042
2008-01-21,7.97783908460788,8.762526542619563,10.011267954302923,7.97783908460788,7.97783908460788,1.4243265479711733,1.4243265479711733,1.4243265479711733,0.35229449618991904,0.35229449618991904,0.35229449618991904,1.072032051781254,1.072032051781254,1.072032051781254,0.0,0.0,0.0,9.402165632579054
2008-01-22,7.9762900337162685,8.609059183452827,9.875219714880329,7.9762900337162685,7.9762900337162685,1.206004399728608,1.206004399728608,1.206004399728608,0.11963777332949559,0.11963777332949559,0.11963777332949559,1.0863666263991125,1.0863666263991125,1.0863666263991125,0.0,0.0,0.0,9.182294433444877
2008-01-23,7.974740982824655,8.381704792278457,9.63213640144479,7.974740982824655,7.974740982824655,1.0315658634059923,1.0315658634059923,1.0315658634059923,-0.06667699089682724,-0.06667699089682724,-0.06667699089682724,1.0982428543028195,1.0982428543028195,1.0982428543028195,0.0,0.0,0.0,9.006306846230647
2008-01-24,7.973191931933043,8.375801283086872,9.615359630321487,7.973191931933043,7.973191931933043,1.035021153465311,1.035021153465311,1.035021153465311,-0.07224526761439422,-0.07224526761439422,-0.07224526761439422,1.1072664210797052,1.1072664210797052,1.1072664210797052,0.0,0.0,0.0,9.008213085398353
2008-01-25,7.971642881041431,8.399146961165192,9.664103542020307,7.971642881041431,7.971642881041431,1.043449196739709,1.043449196739709,1.043449196739709,-0.0695756683686316,-0.0695756683686316,-0.0695756683686316,1.1130248651083403,1.1130248651083403,1.1130248651083403,0.0,0.0,0.0,9.01509207778114
2008-01-26,7.970093830149819,8.186245218817616,9.380070746299563,7.970093830149819,7.970093830149819,0.8033859733684422,0.8033859733684422,0.8033859733684422,-0.31171141804558433,-0.31171141804558433,-0.31171141804558433,1.1150973914140268,1.1150973914140268,1.1150973914140268,0.0,0.0,0.0,8.773479803518262
2008-01-27,7.968544779258207,8.531390164178319,9.797733041693407,7.968544779258207,7.968544779258207,1.1613430040473238,1.1613430040473238,1.1613430040473238,0.04827707540558872,0.04827707540558872,0.04827707540558872,1.113065928641735,1.113065928641735,1.113065928641735,0.0,0.0,0.0,9.12988778330553
2008-01-28,7.966995728366595,8.849735644719589,10.059465064098383,7.966995728366595,7.966995728366595,1.458821630803227,1.458821630803227,1.458821630803227,0.35229449619003866,0.35229449619003866,0.35229449619003866,1.1065271346131882,1.1065271346131882,1.1065271346131882,0.0,0.0,0.0,9.425817359169823
2008-01-29,7.965446677474983,8.559018784263262,9.81592094993088,7.965446677474983,7.965446677474983,1.2147427877074854,1.2147427877074854,1.2147427877074854,0.1196377733298989,0.1196377733298989,0.1196377733298989,1.0951050143775864,1.0951050143775864,1.0951050143775864,0.0,0.0,0.0,9.180189465182469
2008-01-30,7.963897626583371,8.376601616932055,9.646134865242185,7.963897626583371,7.963897626583371,1.0117867916773864,1.0117867916773864,1.0117867916773864,-0.06667699089685644,-0.06667699089685644,-0.06667699089685644,1.0784637825742427,1.0784637825742427,1.0784637825742427,0.0,0.0,0.0,8.975684418260757
2008-01-31,7.96234857569176,8.322563625297438,9.526059437609415,7.96234857569176,7.96234857569176,0.9840753128568328,0.9840753128568328,0.9840753128568328,-0.07224526761435836,-0.07224526761435836,-0.07224526761435836,1.0563205804711908,1.0563205804711908,1.0563205804711908,0.0,0.0,0.0,8.946423888548592
2008-02-01,7.960799524800147,8.28719431639658,9.575711921176987,7.960799524800147,7.960799524800147,0.9588819797029112,0.9588819797029112,0.9588819797029112,-0.06957566836881793,-0.06957566836881793,-0.06957566836881793,1.0284576480717291,1.0284576480717291,1.0284576480717291,0.0,0.0,0.0,8.919681504503059
2008-02-02,7.9592504739085355,7.986324676094917,9.219795493315795,7.9592504739085355,7.9592504739085355,0.6830221356706047,0.6830221356706047,0.6830221356706047,-0.3117114180455078,-0.3117114180455078,-0.3117114180455078,0.9947335537161124,0.9947335537161124,0.9947335537161124,0.0,0.0,0.0,8.64227260957914
2008-02-03,7.957701423016923,8.394248069716852,9.625508966187184,7.957701423016923,7.957701423016923,1.00337017320498,1.00337017320498,1.00337017320498,0.048277075404914854,0.048277075404914854,0.048277075404914854,0.9550930978000652,0.9550930978000652,0.9550930978000652,0.0,0.0,0.0,8.961071596221903
2008-02-04,7.956152372125311,8.593012231499152,9.845221786135795,7.956152372125311,7.956152372125311,1.2618700295926615,1.2618700295926615,1.2618700295926615,0.3522944961900416,0.3522944961900416,0.3522944961900416,0.90957553340262,0.90957553340262,0.90957553340262,0.0,0.0,0.0,9.218022401717972
2008-02-05,7.954603321233698,8.32072492883939,9.548189397773198,7.954603321233698,7.954603321233698,0.9779585575081399,0.9779585575081399,0.9779585575081399,0.1196377733298673,0.1196377733298673,0.1196377733298673,0.8583207841782724,0.8583207841782724,0.8583207841782724,0.0,0.0,0.0,8.932561878741838
2008-02-06,7.953054270342086,8.090734836594704,9.288588170043633,7.953054270342086,7.953054270342086,0.7348963970347239,0.7348963970347239,0.7348963970347239,-0.06667699089662074,-0.06667699089662074,-0.06667699089662074,0.8015733879313447,0.8015733879313447,0.8015733879313447,0.0,0.0,0.0,8.68795066737681
2008-02-07,7.951505219450474,7.9787606330208805,9.216688609846546,7.951505219450474,7.951505219450474,0.6674386839910731,0.6674386839910731,0.6674386839910731,-0.07224526761424019,-0.07224526761424019,-0.07224526761424019,0.7396839516053132,0.7396839516053132,0.7396839516053132,0.0,0.0,0.0,8.618943903441547
2008-02-08,7.949956168558862,7.921052869451008,9.194270714911948,7.949956168558862,7.949956168558862,0.6035323000984597,0.6035323000984597,0.6035323000984597,-0.06957566836900428,-0.06957566836900428,-0.06957566836900428,0.6731079684674639,0.6731079684674639,0.6731079684674639,0.0,0.0,0.0,8.553488468657322
2008-02-09,7.94840711766725,7.618447626063459,8.892095186307502,7.94840711766725,7.94840711766725,0.2906905012164847,0.2906905012164847,0.2906905012164847,-0.31171141804559444,-0.31171141804559444,-0.31171141804559444,0.6024019192620791,0.6024019192620791,0.6024019192620791,0.0,0.0,0.0,8.239097618883735
2008-02-10,7.946858066775638,7.891313177185849,9.127030416555312,7.946858066775638,7.946858066775638,0.57649372948352,0.57649372948352,0.57649372948352,0.04827707540519091,0.04827707540519091,0.04827707540519091,0.5282166540783291,0.5282166540783291,0.5282166540783291,0.0,0.0,0.0,8.523351796259158
2008-02-11,7.945309015884026,8.127518267058205,9.329888830138474,7.945309015884026,7.945309015884026,0.8035826246875728,0.8035826246875728,0.8035826246875728,0.3522944961898219,0.3522944961898219,0.3522944961898219,0.4512881284977509,0.4512881284977509,0.4512881284977509,0.0,0.0,0.0,8.748891640571598
2008-02-12,7.943759964992414,7.8072649831543925,9.099901469707856,7.943759964992414,7.943759964992414,0.4920634173874898,0.4920634173874898,0.4920634173874898,0.11963777332921825,0.11963777332921825,0.11963777332921825,0.37242564405827155,0.37242564405827155,0.37242564405827155,0.0,0.0,0.0,8.435823382379905
2008-02-13,7.942210914100802,7.553999617306388,8.748604644757076,7.942210914100802,7.942210914100802,0.22582082606477558,0.22582082606477558,0.22582082606477558,-0.06667699089681907,-0.06667699089681907,-0.06667699089681907,0.2924978169615947,0.2924978169615947,0.2924978169615947,0.0,0.0,0.0,8.168031740165578
2008-02-14,7.94066186320919,7.443695146835291,8.700636095911015,7.94066186320919,7.94066186320919,0.140171300477254,0.140171300477254,0.140171300477254,-0.07224526761435465,-0.07224526761435465,-0.07224526761435465,0.21241656809160867,0.21241656809160867,0.21241656809160867,0.0,0.0,0.0,8.080833163686444
2008-02-15,7.939112812317578,7.382150597781354,8.596409166943028,7.939112812317578,7.939112812317578,0.0635438213574915,0.0635438213574915,0.0635438213574915,-0.06957566836872049,-0.06957566836872049,-0.06957566836872049,0.13311948972621201,0.13311948972621201,0.13311948972621201,0.0,0.0,0.0,8.00265663367507
2008-02-16,7.937563761425966,7.0898403975332585,8.33651326169349,7.937563761425965,7.937563761425965,-0.2561604201282919,-0.2561604201282919,-0.2561604201282919,-0.311711418045724,-0.311711418045724,-0.311711418045724,0.055550997917432114,0.055550997917432114,0.055550997917432114,0.0,0.0,0.0,7.681403341297674
2008-02-17,7.936014710534352,7.334872138831193,8.62450846398893,7.936014710534352,7.936014710534352,0.028919798129247977,0.028919798129247977,0.028919798129247977,0.04827707540546698,0.04827707540546698,0.04827707540546698,-0.01935727727621901,-0.01935727727621901,-0.01935727727621901,0.0,0.0,0.0,7.9649345086636005
2008-02-18,7.934465659642741,7.544884166906652,8.832030061246607,7.934465659642741,7.934465659642741,0.26158811608164956,0.26158811608164956,0.26158811608164956,0.3522944961896021,0.3522944961896021,0.3522944961896021,-0.09070638010795257,-0.09070638010795257,-0.09070638010795257,0.0,0.0,0.0,8.19605377572439
2008-02-19,7.932916608751129,7.301411695088314,8.53727676461097,7.932916608751129,7.932916608751129,-0.0380119205090359,-0.0380119205090359,-0.0380119205090359,0.11963777332918664,0.11963777332918664,0.11963777332918664,-0.1576496938382225,-0.1576496938382225,-0.1576496938382225,0.0,0.0,0.0,7.894904688242093
2008-02-20,7.931367557859517,7.0360073547404305,8.295768584300639,7.931367557859517,7.931367557859517,-0.28608886553709767,-0.28608886553709767,-0.28608886553709767,-0.06667699089671583,-0.06667699089671583,-0.06667699089671583,-0.2194118746403818,-0.2194118746403818,-0.2194118746403818,0.0,0.0,0.0,7.645278692322419
2008-02-21,7.929818506967905,6.9769559070105664,8.187373860203532,7.929818506967905,7.929818506967905,-0.3475518240661991,-0.3475518240661991,-0.3475518240661991,-0.07224526761431879,-0.07224526761431879,-0.07224526761431879,-0.2753065564518803,-0.2753065564518803,-0.2753065564518803,0.0,0.0,0.0,7.582266682901706
2008-02-22,7.9282694560762925,6.97223293412304,8.14149977707568,7.9282694560762925,7.9282694560762925,-0.39432801962897346,-0.39432801962897346,-0.39432801962897346,-0.0695756683688382,-0.0695756683688382,-0.0695756683688382,-0.3247523512601353,-0.3247523512601353,-0.3247523512601353,0.0,0.0,0.0,7.533941436447319
2008-02-23,7.926720405184681,6.654211334524207,7.8171128103901255,7.926720405184681,7.926720405184681,-0.6789981235114084,-0.6789981235114084,-0.6789981235114084,-0.31171141804544134,-0.31171141804544134,-0.31171141804544134,-0.3672867054659669,-0.3672867054659669,-0.3672867054659669,0.0,0.0,0.0,7.247722281673273
2008-02-24,7.925171354293069,6.9833085580933965,8.275153805713153,7.925171354293069,7.925171354293069,-0.35430014627780093,-0.35430014627780093,-0.35430014627780093,0.04827707540604573,0.04827707540604573,0.04827707540604573,-0.40257722168384663,-0.40257722168384663,-0.40257722168384663,0.0,0.0,0.0,7.5708712080152685
2008-02-25,7.923622303401457,7.231091102082117,8.466374993838645,7.923622303401457,7.923622303401457,-0.07813561923143802,-0.07813561923143802,-0.07813561923143802,0.35229449618994446,0.35229449618994446,0.35229449618994446,-0.4304301154213825,-0.4304301154213825,-0.4304301154213825,0.0,0.0,0.0,7.845486684170019
2008-02-26,7.922073252509845,6.99792514180144,8.249815741048568,7.922073252509845,7.922073252509845,-0.3311577726701595,-0.3311577726701595,-0.3311577726701595,0.11963777333033365,0.11963777333033365,0.11963777333033365,-0.45079554600049315,-0.45079554600049315,-0.45079554600049315,0.0,0.0,0.0,7.590915479839686
2008-02-27,7.920524201618233,6.79320363504066,7.985701456481811,7.920524201618234,7.920524201618234,-0.5304466299086213,-0.5304466299086213,-0.5304466299086213,-0.06667699089669714,-0.06667699089669714,-0.06667699089669714,-0.4637696390119243,-0.4637696390119243,-0.4637696390119243,0.0,0.0,0.0,7.390077571709611
2008-02-28,7.918975150726621,6.758859968273473,8.053046910051297,7.918975150726621,7.918975150726621,-0.5418383690892056,-0.5418383690892056,-0.5418383690892056,-0.07224526761428293,-0.07224526761428293,-0.07224526761428293,-0.4695931014749227,-0.4695931014749227,-0.4695931014749227,0.0,0.0,0.0,7.377136781637415
2008-02-29,7.9174260998350094,6.7470963106574775,7.997147029295346,7.9174260998350094,7.9174260998350094,-0.5382220868185206,-0.5382220868185206,-0.5382220868185206,-0.06957566836909326,-0.06957566836909326,-0.06957566836909326,-0.4686464184494272,-0.4686464184494272,-0.4686464184494272,0.0,0.0,0.0,7.379204013016489
2008-03-01,7.915877048943396,6.574799999338427,7.764642681305495,7.915877048943396,7.915877048943396,-0.7731531267953395,-0.7731531267953395,-0.7731531267953395,-0.3117114180456525,-0.3117114180456525,-0.3117114180456525,-0.46144170874968715,-0.46144170874968715,-0.46144170874968715,0.0,0.0,0.0,7.142723922148057
2008-03-02,7.9143279980517836,6.845245301892145,8.106147419411839,7.9143279980517836,7.9143279980517836,-0.4003343297981688,-0.4003343297981688,-0.4003343297981688,0.04827707540506918,0.04827707540506918,0.04827707540506918,-0.448611405203238,-0.448611405203238,-0.448611405203238,0.0,0.0,0.0,7.513993668253614
2008-03-03,7.912778947160172,7.21625263712238,8.440870709854977,7.912778947160172,7.912778947160172,-0.07859951298220615,-0.07859951298220615,-0.07859951298220615,0.35229449618972475,0.35229449618972475,0.35229449618972475,-0.43089400917193094,-0.43089400917193094,-0.43089400917193094,0.0,0.0,0.0,7.834179434177965
2008-03-04,7.911229896268559,7.008302456935908,8.258760220579958,7.911229896268559,7.911229896268559,-0.28947947413482183,-0.28947947413482183,-0.28947947413482183,0.11963777333030198,0.11963777333030198,0.11963777333030198,-0.4091172474651239,-0.4091172474651239,-0.4091172474651239,0.0,0.0,0.0,7.621750422133737
2008-03-05,7.909680845376948,6.830853868652342,8.057323941621604,7.909680845376948,7.909680845376948,-0.45085602102893385,-0.45085602102893385,-0.45085602102893385,-0.06667699089667845,-0.06667699089667845,-0.06667699089667845,-0.3841790301322554,-0.3841790301322554,-0.3841790301322554,0.0,0.0,0.0,7.458824824348014
2008-03-06,7.908131794485336,6.905208670665547,8.116654365794346,7.908131794485336,7.908131794485336,-0.429271935563626,-0.429271935563626,-0.429271935563626,-0.07224526761416476,-0.07224526761416476,-0.07224526761416476,-0.3570266679494612,-0.3570266679494612,-0.3570266679494612,0.0,0.0,0.0,7.478859858921711
2008-03-07,7.906582743593724,6.918540084065961,8.16988780959107,7.906582743593724,7.906582743593724,-0.3982105253554069,-0.3982105253554069,-0.3982105253554069,-0.06957566836874078,-0.06957566836874078,-0.06957566836874078,-0.32863485698666617,-0.32863485698666617,-0.32863485698666617,0.0,0.0,0.0,7.508372218238317
2008-03-08,7.905033692702112,6.65999274354819,7.926013621295811,7.905033692702112,7.905033692702112,-0.6116943911065114,-0.6116943911065114,-0.6116943911065114,-0.31171141804557595,-0.31171141804557595,-0.31171141804557595,-0.2999829730609354,-0.2999829730609354,-0.2999829730609354,0.0,0.0,0.0,7.2933393015956005
2008-03-09,7.9034846418105,7.079214639184013,8.292142204947181,7.9034846418105,7.9034846418105,-0.2237551647000648,-0.2237551647000648,-0.2237551647000648,0.04827707540564794,0.04827707540564794,0.04827707540564794,-0.27203224010571264,-0.27203224010571264,-0.27203224010571264,0.0,0.0,0.0,7.679729477110435
